source,ccn,providerName,legalBusinessName,ownershipType,address,city,state,zipCode,telephone,averageResidentsPerDay,nurseHoursPerResidentDay,estimatedNursingFte,facilitiesInChain,chainName,targetScore,sizeRationale,nextStep
CMS nursing home provider info,265590,MONROE MANOR,MONROE COUNTY NURSING HOME DISTRICT,Government - County,200 SOUTH ST,PARIS,MO,65275,6603274125,81.9,3.460,35.4,0,,87,81.9 residents × 3.460 nursing hours/resident/day ÷ 8h = 35.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265742,OAKRIDGE OF PLATTSBURG,"CLINTON CONVALESCENT CENTER, INC.",Non profit - Corporation,205 E CLAY AVE,PLATTSBURG,MO,64477,8165392128,55.2,3.249,22.4,0,,87,55.2 residents × 3.249 nursing hours/resident/day ÷ 8h = 22.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,295108,SILVER STATE PEDIATRIC SKILLED NURSING FACILITY,CHARLESTON PEDIATRIC SNF LLC,For profit - Limited Liability company,2496 W CHARLESTON BLVD,LAS VEGAS,NV,89102,7023103720,32.4,7.000,28.4,0,,87,32.4 residents × 7.000 nursing hours/resident/day ÷ 8h = 28.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315069,TOWER LODGE CARE CENTER,"TOWER LODGE CARE CENTER, LLC",For profit - Corporation,1506 GULLY ROAD,WALL,NJ,07719,7326811400,56.2,3.119,21.9,0,,87,56.2 residents × 3.119 nursing hours/resident/day ÷ 8h = 21.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315292,"APPLEWOOD VILLAGE, INC","CENTER FOR AGING, INC.",Non profit - Corporation,1 APPLEWOOD DRIVE,FREEHOLD,NJ,07728,7323037403,38.0,5.731,27.2,0,,87,38.0 residents × 5.731 nursing hours/resident/day ÷ 8h = 27.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315419,N J EASTERN STAR HOME,NEW JERSEY EASTERN STAR HOME FOR THE AGED INC,Non profit - Corporation,111 FINDERNE AVENUE,BRIDGEWATER,NJ,08807,9087224140,73.8,4.148,38.3,0,,87,73.8 residents × 4.148 nursing hours/resident/day ÷ 8h = 38.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,325035,La Vida Llena,Legal Business Name Not Available,Non profit - Other,10501 Lagrima De Oro NE,Albuquerque,NM,87111,5052966700,47.0,4.147,24.4,0,,87,47.0 residents × 4.147 nursing hours/resident/day ÷ 8h = 24.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,335685,PALATINE NURSING HOME,"COSDEN, LLC",For profit - Limited Liability company,154  LAFAYETTE STREET,PALATINE BRIDGE,NY,13428,5186735212,65.8,2.372,19.5,0,,87,65.8 residents × 2.372 nursing hours/resident/day ÷ 8h = 19.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,345411,Skyland Terrace and Rehabilitation,COOLGATE INC,For profit - Corporation,516 Wall Street,Waynesville,NC,28786,8284523154,83.4,3.393,35.4,0,,87,83.4 residents × 3.393 nursing hours/resident/day ÷ 8h = 35.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,345528,River Landing at Sandy Ridge,"PRESBYTERIAN HOMES, INC",Non profit - Corporation,1575 John Knox Drive,Colfax,NC,27235,3366684900,54.2,5.525,37.4,0,,87,54.2 residents × 5.525 nursing hours/resident/day ÷ 8h = 37.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,355069,EVENTIDE HEARTLAND,"LAKE REGION LUTHERAN HOME, INC.",Non profit - Corporation,620 14TH AVE NE,DEVILS LAKE,ND,58301,7016624905,72.1,4.277,38.5,0,,87,72.1 residents × 4.277 nursing hours/resident/day ÷ 8h = 38.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365310,GARDENS OF NORTH OLMSTED,BUCKEYE FOREST AT NORTH OLMSTEAD LLC,For profit - Partnership,23225 LORAIN RD,NORTH OLMSTED,OH,44070,4407796900,84.5,3.273,34.6,0,,87,84.5 residents × 3.273 nursing hours/resident/day ÷ 8h = 34.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365429,RIVERSIDE MANOR NRSG & REHAB CTR,NEWCOMERSTOWN PROGRESS CORPORATION,For profit - Corporation,1100 EAST STATE ROAD,NEWCOMERSTOWN,OH,43832,7404985165,69.5,4.547,39.5,0,,87,69.5 residents × 4.547 nursing hours/resident/day ÷ 8h = 39.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365560,FRIENDSHIP VILLAGE OF DUBLIN,"FRIENDSHIP VILLAGE OF DUBLIN OHIO, INC.",Non profit - Corporation,6000 RIVERSIDE DR,DUBLIN,OH,43017,6147641600,40.9,5.199,26.6,0,,87,40.9 residents × 5.199 nursing hours/resident/day ÷ 8h = 26.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365579,CARROLL HEALTHCARE CENTER INC,CARROLL HEALTHCARE CENTER INC,For profit - Corporation,648 LONGHORN STREET,CARROLLTON,OH,44615,3306275501,48.8,3.926,23.9,0,,87,48.8 residents × 3.926 nursing hours/resident/day ÷ 8h = 23.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365645,"NORTHRIDGE HEALTH CENTER, THE",Legal Business Name Not Available,For profit - Individual,35990 WESTMINSTER AVE,NORTH RIDGEVILLE,OH,44039,4403278511,81.7,3.512,35.9,0,,87,81.7 residents × 3.512 nursing hours/resident/day ÷ 8h = 35.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365936,LIBERTY RETIREMENT COMMUNITY OF LIMA INC,LIBERTY RETIREMENT COMMUNITY OF LIMA INC,For profit - Corporation,2440 BATON ROUGE AVENUE,LIMA,OH,45805,4193312273,46.2,4.269,24.7,0,,87,46.2 residents × 4.269 nursing hours/resident/day ÷ 8h = 24.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366093,PARK VILLAGE HEALTH CARE CENTER INC,PARK VILLAGE HEALTH CARE CENTER INC,For profit - Individual,1525 CRATER AVENUE,DOVER,OH,44622,3303644436,73.0,4.191,38.2,0,,87,73.0 residents × 4.191 nursing hours/resident/day ÷ 8h = 38.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366232,WESTOVER RETIREMENT COMMUNITY,"COLONIAL SENIOR SERVICES, INC.",Non profit - Corporation,855 STAHLHEBER ROAD,HAMILTON,OH,45013,5138448004,45.4,4.404,25.0,0,,87,45.4 residents × 4.404 nursing hours/resident/day ÷ 8h = 25.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366250,Kimes Nursing and Rehab LLC,Legal Business Name Not Available,For profit - Individual,75 KIMES LANE,ATHENS,OH,45701,7405933391,56.5,3.107,21.9,0,,87,56.5 residents × 3.107 nursing hours/resident/day ÷ 8h = 21.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366264,BREWSTER CONVALESCENT CENTER,"BREWSTER PARKE, INC.",For profit - Corporation,264 MOHICAN STREET NE,BREWSTER,OH,44613,3307674179,52.6,3.469,22.8,0,,87,52.6 residents × 3.469 nursing hours/resident/day ÷ 8h = 22.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366316,SEVEN ACRES SENIOR LIVING AT CLIFTON,"HAMILTON HEALTHCARE ASSOCIATES, LLC",For profit - Limited Liability company,476 RIDDLE ROAD,CINCINNATI,OH,45220,5132818001,50.2,3.751,23.5,0,,87,50.2 residents × 3.751 nursing hours/resident/day ÷ 8h = 23.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366427,LIBERTY NURSING CENTER OF COLERAIN INC,LIBERTY NURSING CENTER OF COLERAIN INC,For profit - Corporation,8440 LIVINGSTON ROAD,CINCINNATI,OH,45247,5132452100,57.1,3.019,21.5,0,,87,57.1 residents × 3.019 nursing hours/resident/day ÷ 8h = 21.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375199,HEARTWAY AT HERITAGE VILLAGE HEALTH AND REHAB,"HERITAGE VILLAGE NURSING CENTER, LLC",For profit - Corporation,801 HWY 48 NORTH,HOLDENVILLE,OK,74848,4053796671,79.5,3.617,35.9,0,,87,79.5 residents × 3.617 nursing hours/resident/day ÷ 8h = 35.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375333,STILWELL NURSING AND REHAB,"SNH OPCO, LLC",For profit - Limited Liability company,509 W LOCUST ST,STILWELL,OK,74960,9186967715,86.2,3.216,34.6,0,,87,86.2 residents × 3.216 nursing hours/resident/day ÷ 8h = 34.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375454,"TRINITY WOODS, INC.",TRINITY WOODS,Non profit - Corporation,4134 EAST 31ST STREET,TULSA,OK,74135,9187432565,53.6,5.575,37.4,0,,87,53.6 residents × 5.575 nursing hours/resident/day ÷ 8h = 37.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375465,Colonial Manor Nursing Home,SKELLY OPERATIONS LLC,For profit - Limited Liability company,1815 East Skelly Drive,Tulsa,OK,74105,9187437838,53.2,3.433,22.8,0,,87,53.2 residents × 3.433 nursing hours/resident/day ÷ 8h = 22.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375504,NORTH COUNTY CENTER FOR NURSING AND REHABILITATION,NORTH COUNTY OPERATIONS SNF LLC,For profit - Corporation,2300 WEST BROADWAY,COLLINSVILLE,OK,74021,9183712545,53.3,3.424,22.8,0,,87,53.3 residents × 3.424 nursing hours/resident/day ÷ 8h = 22.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395305,CHANDLER HALL HEALTH SERVICES,"CHANDLER HALL HEALTH SERVICES, INC",Non profit - Corporation,99 BARCLAY STREET,NEWTOWN,PA,18940,2158604000,45.4,4.472,25.4,0,,87,45.4 residents × 4.472 nursing hours/resident/day ÷ 8h = 25.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395343,Myerstown Nursing and Rehab LLC,STONERIDGE RETIREMENT LIVING,Non profit - Corporation,7 WEST PARK AVENUE,MYERSTOWN,PA,17067,7178666541,78.5,3.755,36.8,0,,87,78.5 residents × 3.755 nursing hours/resident/day ÷ 8h = 36.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395515,WILLOWCREST,ALBERT EINSTEIN MEDICAL CENTER,Non profit - Corporation,ALBERT EINSTEIN MED CTR,PHILADELPHIA,PA,19141,2154568632,35.8,6.167,27.6,0,,87,35.8 residents × 6.167 nursing hours/resident/day ÷ 8h = 27.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395948,"REHABILITATION CENTER AT JEFFERSON HILLS, THE","4R0, LLC",For profit - Individual,540 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,4124661125,44.5,4.504,25.1,0,,87,44.5 residents × 4.504 nursing hours/resident/day ÷ 8h = 25.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,396085,Mon Valley Care Center,CPSR ASSOCIATES LLC,For profit - Partnership,200 STOOPS DRIVE,MONONGAHELA,PA,15063,7243101111,53.0,3.510,23.3,0,,87,53.0 residents × 3.510 nursing hours/resident/day ÷ 8h = 23.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,396145,MENNO HAVEN REHABILITATION CENTER,"MENNO-HAVEN, INC.",Non profit - Corporation,2055 SCOTLAND AVENUE,CHAMBERSBURG,PA,17201,7172621012,38.2,5.755,27.5,0,,87,38.2 residents × 5.755 nursing hours/resident/day ÷ 8h = 27.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425419,Veteran Village,STATE OF SOUTH CAROLINA COMPTROLLER GENERAL,Government - State,1200 E National Cemetery Road,Florence,SC,29506,8434324600,52.2,5.606,36.6,0,,87,52.2 residents × 5.606 nursing hours/resident/day ÷ 8h = 36.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,445077,CHRISTIAN CARE CENTER OF UNICOI COUNTY,CHRISTIAN CARE CENTER OF UNICOI COUNTY LLC,For profit - Limited Liability company,100 GREENWAY CIRCLE,ERWIN,TN,37650,4237433141,46.1,4.374,25.2,0,,87,46.1 residents × 4.374 nursing hours/resident/day ÷ 8h = 25.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,445256,HARTSVILLE CONVALESCENT CENTER,NURSING CENTERS UNLIMITED INC,For profit - Corporation,649 MCMURRY BLVD,HARTSVILLE,TN,37074,6153749144,51.6,5.640,36.4,0,,87,51.6 residents × 5.640 nursing hours/resident/day ÷ 8h = 36.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,445476,ISLAND HOME PARK HEALTH AND REHAB,HILLCREST HEALTHCARE COMMUNITIES INC,Non profit - Corporation,1758 HILLWOOD DRIVE,KNOXVILLE,TN,37920,8655739621,83.4,3.367,35.1,0,,87,83.4 residents × 3.367 nursing hours/resident/day ÷ 8h = 35.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,465144,Seasons Healthcare and Rehabilitation,CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,For profit - Limited Liability company,242 North 200 West,St. George,UT,84770,4356281601,46.2,4.323,25.0,0,,87,46.2 residents × 4.323 nursing hours/resident/day ÷ 8h = 25.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,495410,ARLEIGH BURKE PAVILION,VINSON HALL LLC,Non profit - Corporation,1739 KIRBY ROAD,MC LEAN,VA,22101,7035066900,44.0,4.700,25.8,0,,87,44.0 residents × 4.700 nursing hours/resident/day ÷ 8h = 25.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505085,CRESCENT HEALTH CARE,"CRESCENT HEALTH CARE, INC.",For profit - Corporation,505 NORTH 40TH AVENUE,YAKIMA,WA,98908,5092484446,51.6,3.586,23.1,0,,87,51.6 residents × 3.586 nursing hours/resident/day ÷ 8h = 23.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505421,WASHINGTON ODD FELLOWS HOME,WASHINGTON ODD FELLOWS HOME,Non profit - Corporation,534 BOYER AVENUE,WALLA WALLA,WA,99362,5095256463,46.4,4.332,25.1,0,,87,46.4 residents × 4.332 nursing hours/resident/day ÷ 8h = 25.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,515012,ST. BARBARA'S MEMORIAL NURSING HOME,ST. BARBARAS MEMORIAL NURSING HOME INC,Non profit - Corporation,134 ST BARBARAS ROAD,MONONGAH,WV,26554,3045345220,49.5,3.853,23.8,0,,87,49.5 residents × 3.853 nursing hours/resident/day ÷ 8h = 23.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,51E148,Majestic Care of Hopemont,Legal Business Name Not Available,For profit - Corporation,150 HOPEMONT DRIVE,TERRA ALTA,WV,26764,3047892411,45.5,4.367,24.8,0,,87,45.5 residents × 4.367 nursing hours/resident/day ÷ 8h = 24.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525088,Edgewater Haven Nursing Home,COUNTY OF WOOD,Government - County,1351 Wisconsin River Dr,Port Edwards,WI,54469,7158858300,45.5,4.458,25.4,0,,87,45.5 residents × 4.458 nursing hours/resident/day ÷ 8h = 25.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525581,CREST VIEW NURSING HOME,MILE BLUFF MEDICAL CENTER INC,Non profit - Corporation,612 VIEW ST,NEW LISBON,WI,53950,6085623667,49.3,3.839,23.7,0,,87,49.3 residents × 3.839 nursing hours/resident/day ÷ 8h = 23.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525624,GRAND VIEW CARE CTR,GRAND VIEW CARE CENTER INC,Non profit - Corporation,620 GRANDVIEW AVE,BLAIR,WI,54616,6089892511,45.8,4.302,24.6,0,,87,45.8 residents × 4.302 nursing hours/resident/day ÷ 8h = 24.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
