licenseNumber,businessName,businessType,address,city,state,zip,county,phone,issueDate,expirationDate,classifications,workersCompCoverageType,workersCompInsuranceCompany,workersCompPolicyExpiration,sourceFiles
260176,RIDOUT ROOFING COMPANY INC,Corporation,621 WILLIAMS ST,SAN LEANDRO,CA,94577,Alameda,(510) 351 1922,10/30/1969,04/30/2027,C-2 | C39 | C46 | D24,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,01/01/2027,CSLBSearchData_163342171.xlsx
791025,RIGHT NOW AIR,Corporation,821 EUBANKS DR STE C,VACAVILLE,CA,95688,Solano,(707) 447 3063,02/06/2001,12/31/2027,B | C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163528025.xlsx
1008581,RIOS SOLAR,Sole Owner,16620 ROAD 30 1/2,MADERA,CA,93636,Madera,(559) 285 5255,10/30/2015,10/31/2027,B | C10 | C46 | C54,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/16/2027,CSLBSearchData_163412289.xlsx
1096492,RISE UP ROOFING AND CONSTRUCTION INC,Corporation,2182 S EL CAMINO REAL STE 202,OCEANSIDE,CA,92054,San Diego,(760) 802 2103,09/13/2022,09/30/2026,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/13/2026,CSLBSearchData_163505900.xlsx
1077450,RME INNOVATIONS INC,Corporation,3901 PELL CIRCLE STE B,SACRAMENTO,CA,95838,Sacramento,(916) 871 2992,06/25/2021,04/30/2027,C10 | C46,Workers' Compensation Insurance,PIE CASUALTY INSURANCE COMPNAY,08/19/2026,CSLBSearchData_163505900.xlsx
1132476,ROAM SOLAR ENERGY INC,Corporation,1701 FORTUNE DR UNIT M,SAN JOSE,CA,95131,Santa Clara,(408) 627 9802,02/03/2025,02/28/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163528025.xlsx
606942,ROBERT JAMES CORTEZ,Sole Owner,3155 GOLDEN CREST COMMON 2,LIVERMORE,CA,94551,Alameda,(925) 455 0720,11/21/1990,11/30/2026,C20 | C36 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,04/10/2027,CSLBSearchData_163342171.xlsx
991938,ROCKIN ROOFERS,Corporation,1740 CORPORATE CIRCLE,PETALUMA,CA,94954,Sonoma,(707) 285 7037,04/08/2014,04/30/2028,B | C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/05/2027,CSLBSearchData_163528025.xlsx
1050566,ROCKLIN SOLAR REPAIR,Limited Liability,6518 LONETREE BLVD #2050,ROCKLIN,CA,95765,Placer,(916) 741 0194,02/25/2019,02/28/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/09/2026,CSLBSearchData_163505900.xlsx
592190,RODDICK R POOL CONSTRUCTION INC,Corporation,1270 GRAHAM HILL RD,SANTA CRUZ,CA,95060,Santa Cruz,(831) 588 9262,04/18/1990,05/31/2028,C46 | C53,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),04/01/2027,CSLBSearchData_163528025.xlsx
1082435,ROI SOLAR INC,Corporation,2000 W TURNER RD,LODI,CA,95242,San Joaquin,(209) 600 4433,10/12/2021,08/31/2027,C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),12/08/2026,CSLBSearchData_163505900.xlsx
1062195,ROOFXPERTS,Corporation,P O BOX 58,STANDARD,CA,95373,Tuolumne,(209) 770 7807,01/09/2020,01/31/2028,B | C10 | C39 | C46,Workers' Compensation Insurance,ACCREDITED SURETY AND CASUALTY COMPANY INC,01/21/2027,CSLBSearchData_163547774.xlsx
1041899,ROOZBEH INC,Corporation,P O BOX 218,BEVERLY HILLS,CA,90213,Los Angeles,(310) 717 0170,07/16/2018,01/31/2027,A | B | C46 | C53,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),06/01/2027,CSLBSearchData_163412289.xlsx
1123304,ROWAN BUILT LLC,Limited Liability,16671 COUNTRY RANCH CT,VICTORVILLE,CA,92395,San Bernardino,(310) 625 2875,07/05/2024,07/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/14/2027,CSLBSearchData_163505900.xlsx
510286,ROYAL AIRE INC,Corporation,2530 ZANELLA WAY STE A,CHICO,CA,95928,Butte,(530) 899 9999,05/07/1987,07/31/2028,B | C-2 | C10 | C20 | C36 | C46,Workers' Compensation Insurance,SUNZ INSURANCE COMPANY,01/01/2027,CSLBSearchData_163342171.xlsx
638729,ROYALTECH SERVICES,Sole Owner,1030 GREYCLIFF AVE,LA PUENTE,CA,91744,Los Angeles,(626) 333 0333,03/02/1992,03/31/2028,A | B | C-7 | C10 | C16 | C20 | C36 | C46,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,05/19/2027,CSLBSearchData_163412289.xlsx
1129921,RUVA ELECTRIC,Corporation,105 KEARNEY STREET,CHULA VISTA,CA,91910,San Diego,(619) 581 0220,12/04/2024,12/31/2026,C10 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,09/30/2026,CSLBSearchData_163505900.xlsx
982533,SADLER SOLAR DEVELOPMENT,Sole Owner,30502 S COAST HWY B4,LAGUNA BEACH,CA,92651,Orange,(949) 584 4800,04/05/2013,04/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/26/2027,CSLBSearchData_163444973.xlsx
1081457,SAFEHOME SOLAR,Corporation,P O BOX 3763,SOUTH PASADENA,CA,91031,Los Angeles,(213) 915 8007,09/20/2021,09/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/01/2026,CSLBSearchData_163412289.xlsx
387886,SAFEWAY ELECTRIC,Corporation,3133 MISSION INN AVENUE,RIVERSIDE,CA,92507,Riverside,(909) 824 6075,03/11/1980,02/29/2028,B | C-7 | C10 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY OF ILLINOIS,01/15/2027,CSLBSearchData_163505900.xlsx
959155,SAN DIEGO COUNTY SOLAR,Corporation,P O BOX 232593,ENCINITAS,CA,92023,San Diego,(760) 230 2220,03/23/2011,03/31/2027,C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),04/01/2027,CSLBSearchData_163505900.xlsx
1046417,SANTA CRUZ RENEWABLES,Sole Owner,2630 ORCHARD STREET SPACE 22,SOQUEL,CA,95073,Santa Cruz,(530) 400 8593,11/02/2018,11/30/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/11/2026,CSLBSearchData_163528025.xlsx
1059767,SARITA SOLAR INC,Corporation,12128 SIERRA ROJO ROAD,VALLEY CENTER,CA,92082,San Diego,(714) 616 4908,10/30/2019,10/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/25/2026,CSLBSearchData_163505900.xlsx
1109286,SCHMITZ DOUGLAS G INC,Corporation,2945 OSTROM AVE,LONG BEACH,CA,90815,Los Angeles,(562) 357 2151,08/24/2023,08/31/2027,C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/02/2027,CSLBSearchData_163412289.xlsx
380125,SCHOTT ROOFING INC,Corporation,729 OLIVE AVE,VISTA,CA,92083,San Diego,(760) 630 6450,08/13/1979,08/31/2027,B | C39 | C43 | C46,Workers' Compensation Insurance,CYPRESS INSURANCE COMPANY,01/01/2027,CSLBSearchData_163505900.xlsx
935649,SCOTT NICHOLAS JAMES,Sole Owner,1444 NORTH WHITNEY,FRESNO,CA,93703,Fresno,(559) 255 1644,07/21/2009,07/31/2027,C20 | C46,Workers' Compensation Insurance,AMERICAN ZURICH INSURANCE COMPANY,09/30/2026,CSLBSearchData_163342171.xlsx
869203,SCOTTY'S ENTERPRISES INC,Corporation,3655 CHUCKWAGON WAY #B,PLACERVILLE,CA,95667,El Dorado,(530) 644 2206,12/12/2005,04/30/2028,C20 | C46,Workers' Compensation Insurance,ELECTRIC INSURANCE COMPANY,01/01/2027,CSLBSearchData_163342171.xlsx
1036962,SCURFIELD ELECTRIC HEATING & SOLAR,Corporation,550 SOUTH G STREET #14,ARCATA,CA,95521,Humboldt,(707) 825 0759,03/19/2018,03/31/2028,C10 | C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163412289.xlsx
1127458,SDA CONSTRUCTION INC,Corporation,10901 GOSS ST,SUN VALLEY,CA,91352,Los Angeles,(818) 235 4549,10/08/2024,10/31/2026,B | C10 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,09/11/2026,CSLBSearchData_163412289.xlsx
900399,SEA BRIGHT SOLAR INC,Corporation,P O BOX 10231,SAN BERNARDINO,CA,92423,San Bernardino,(909) 335 0820,07/18/2007,07/31/2027,C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,11/01/2026,CSLBSearchData_163505900.xlsx
1038751,SEABRIGHT SOLAR,Corporation,PO BOX 2064,APTOS,CA,95001,Santa Cruz,(831) 688 1338,04/30/2018,05/31/2028,C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,04/11/2027,CSLBSearchData_163528025.xlsx
1083681,SEMPER AIR,Corporation,1805 JOHN TOWERS AVE,EL CAJON,CA,92020,San Diego,(619) 790 4485,11/12/2021,11/30/2027,B | C10 | C20 | C39 | C46,Workers' Compensation Insurance,PRAETORIAN INSURANCE COMPANY,10/10/2026,CSLBSearchData_163505900.xlsx
978152,SEMPER SOLARIS,Corporation,1805 JOHN TOWERS AVENUE,EL CAJON,CA,92020,San Diego,(619) 715 4054,10/26/2012,10/31/2026,B | C10 | C20 | C39 | C46,Workers' Compensation Insurance,PRAETORIAN INSURANCE COMPANY,10/10/2026,CSLBSearchData_163505900.xlsx
1018979,SENGOKU SOLAR LLC,Limited Liability,29733 NIGHTVIEW CIRCLE,TEMECULA,CA,92591,Riverside,(951) 541 4465,10/04/2016,10/31/2026,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/27/2027,CSLBSearchData_163505900.xlsx
1051281,SHADE POWER LLC,Limited Liability,100 S MURPHY AVENUE SUITE 200,SUNNYVALE,CA,94086,Santa Clara,(408) 780 0968,03/14/2019,03/31/2027,C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),03/09/2027,CSLBSearchData_163528025.xlsx
968940,SHINE ON SOLAR & MAINTENANCE,Sole Owner,7924 ADRIAN DRIVE,ROHNERT PARK,CA,94928,Sonoma,(707) 593 9026,01/04/2012,03/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/18/2027,CSLBSearchData_163528025.xlsx
709389,SHUFELBERGER CONSTRUCTION INC,Corporation,9580 CROSSROADS DR,REDDING,CA,96003,Shasta,(530) 221 8555,07/10/1995,07/31/2027,A | B | C46,Workers' Compensation Insurance,CLEAR SPRING PROPERTY AND CASUALTY COMPANY,10/01/2026,CSLBSearchData_163528025.xlsx
453302,SIERRA PACIFIC HOME & COMFORT INC,Corporation,2550 MERCANTILE DR SUITE D,RANCHO CORDOVA,CA,95742,Sacramento,(916) 638 0543,03/12/1984,03/31/2028,B | C10 | C20 | C36 | C46 | C53,Workers' Compensation Insurance,OLD REPUBLIC INSURANCE COMPANY,05/01/2027,CSLBSearchData_163505900.xlsx
360454,SIERRA SOLAR INC,Corporation,P O BOX 1464,MAMMOTH LAKES,CA,93546,Mono,(760) 937 0846,07/11/1978,12/31/2026,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/25/2026,CSLBSearchData_163444973.xlsx
826606,SIERRA VALLEY MECHANICAL,Corporation,11476 ELKS CIRCLE,RANCHO CORDOVA,CA,95742,Sacramento,(916) 635 3120,10/24/2003,10/31/2027,B | C10 | C17 | C20 | C46,Workers' Compensation Insurance,PRAETORIAN INSURANCE COMPANY,08/01/2027,CSLBSearchData_163505900.xlsx
997639,"SIG SOLAR, S.I.G.",Corporation,P O BOX 265,OAKDALE,CA,95361,Stanislaus,(209) 495 1126,10/16/2014,10/31/2026,C10 | C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,04/02/2027,CSLBSearchData_163528025.xlsx
1001143,SILVERLINE SOLAR,Corporation,21410 CHASE ST #4,CANOGA PARK,CA,91304,Los Angeles,(855) 884 4790,02/13/2015,02/28/2027,B | C10 | C46,Workers' Compensation Insurance,STARSTONE NATIONAL INSURANCE COMPANY,08/15/2027,CSLBSearchData_163412289.xlsx
765156,SIMMITRI INC,Corporation,P O BOX 1778,MORGAN HILL,CA,95038,Santa Clara,(408) 779 3333,06/30/1999,06/30/2027,C-2 | C39 | C46 | D24,Workers' Compensation Insurance,INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,10/01/2026,CSLBSearchData_163528025.xlsx
990055,SIMPLY SOLAR LLC,Limited Liability,10970 ARROW RT #106,RANCHO CUCAMONGA,CA,91730,San Bernardino,(310) 532 0995,01/22/2014,05/31/2028,C10 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,04/28/2027,CSLBSearchData_163505900.xlsx
1091624,SIX RIVERS SOLAR LLC,Limited Liability,818 BROADWAY,EUREKA,CA,95501,Humboldt,(707) 443 5652,05/17/2022,05/31/2028,B | C10 | C46,Workers' Compensation Insurance,COMPWEST INSURANCE CO,01/01/2027,CSLBSearchData_163412289.xlsx
998255,SMART SOLAR CONSTRUCTION,Limited Liability,"9520 OWENSMOUTH AVE,UNIT 3",CHATSWORTH,CA,91311,Los Angeles,(818) 292 8065,10/30/2014,10/31/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/11/2027,CSLBSearchData_163412289.xlsx
1141919,SMARTBUILT INC,Corporation,3606 LINDA VISTA AVE,NAPA,CA,94558,Napa,(707) 956 9199,08/12/2025,08/31/2027,B | C10 | C27 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/09/2027,CSLBSearchData_163444973.xlsx
871200,SMITH ELECTRICAL CONTRACTORS INC,Corporation,206 GREENFIELD DR STE G,EL CAJON,CA,92020,San Diego,(619) 758 9829,01/19/2006,01/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/23/2026,CSLBSearchData_163505900.xlsx
724082,SOCAL HYDRONICS & PHOENIX BUILD CONSORTIUM,Corporation,5308 DERRY AVENUE SUITE S,AGOURA HILLS,CA,91356,Los Angeles,(818) 699 6031,06/17/1996,10/31/2026,A | B | C16 | C20 | C36 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),07/31/2026,CSLBSearchData_163412289.xlsx
1077212,SOL R US INCORPORATED,Corporation,4465 GRANITE DRIVE SUITE 1033,ROCKLIN,CA,95677,Placer,(916) 281 7200,06/22/2021,06/30/2027,C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,07/08/2027,CSLBSearchData_163505900.xlsx
1072735,SOL-TEK SOLAR,Limited Liability,827 JEFFERSON AVE,CLOVIS,CA,93612,Fresno,(559) 455 1720,01/13/2021,01/31/2027,C10 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,05/05/2027,CSLBSearchData_163342171.xlsx
953443,SOLA-LITE,Corporation,P O BOX 11571,PALM DESERT,CA,92255,Riverside,(760) 779 5591,10/13/2010,10/31/2026,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/14/2027,CSLBSearchData_163505900.xlsx
752181,SOLAR - TEC SYSTEMS INC,Corporation,39971 - A SILVER LANTERN,DANA POINT,CA,92629,Orange,(949) 603 6677,07/23/1998,09/30/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/01/2026,CSLBSearchData_163444973.xlsx
1115785,SOLAR AND MORE INC,Corporation,16881 ROCKY GLENN RD,PERRIS,CA,92570,Riverside,(951) 720 1209,01/30/2024,01/31/2028,B | C39 | C46,Workers' Compensation Insurance,MIDWEST EMPLOYERS CASUALTY COMPANY,04/17/2027,CSLBSearchData_163505900.xlsx
872323,SOLAR CENTER,Limited Liability,2913 EL CAMINO REAL STE 512,TUSTIN,CA,92782,Orange,(949) 636 6991,02/07/2006,06/30/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/07/2027,CSLBSearchData_163444973.xlsx
488066,SOLAR CENTER INC,Corporation,1185 O'BRIEN DRIVE,MENLO PARK,CA,94025,San Mateo,(650) 327 3200,03/06/1986,03/31/2028,B | C10 | C17 | C20 | C46 | D12,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163528025.xlsx
1051362,SOLAR CENTRAL INC,Corporation,72056 NORTH SHORE ST STE B,THOUSAND PALMS,CA,92276,Riverside,(760) 640 0000,03/15/2019,03/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/18/2027,CSLBSearchData_163505900.xlsx
1007296,SOLAR CENTURY,Sole Owner,8780 SUNSET AVENUE,FAIR OAKS,CA,95628,Sacramento,(916) 505 3836,09/14/2015,09/30/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/15/2027,CSLBSearchData_163505900.xlsx
683128,SOLAR CONTRACTOR THE,Corporation,309 RIVERSIDE RD,OAK VIEW,CA,93022,Ventura,(805) 649 8630,12/30/1993,07/31/2028,B | C46 | D03 | D34,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/22/2027,CSLBSearchData_163547774.xlsx
1014977,SOLAR DISCOVERY INC,Corporation,8824 SHIRLEY AVE STE 10,NORTHRIDGE,CA,91324,Los Angeles,(818) 925 1252,06/08/2016,06/30/2028,B | C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/02/2027,CSLBSearchData_163412289.xlsx
1040134,SOLAR HARMONICS INC,Corporation,2004 RIDDLING COURT,BRENTWOOD,CA,94513,Contra Costa,(925) 756 6944,06/04/2018,06/30/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/03/2026,CSLBSearchData_163342171.xlsx
1050433,SOLAR MOTION,Corporation,528 PINE ST,APTOS,CA,95003,Santa Cruz,(831) 588 6991,02/21/2019,02/28/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/13/2026,CSLBSearchData_163528025.xlsx
1021919,SOLAR NEGOTIATORS,Corporation,4603 W JENNIFER AVE,FRESNO,CA,93722,Fresno,(559) 447 1557,12/20/2016,12/31/2026,B | C10 | C39 | C46,Workers' Compensation Insurance,REDWOOD FIRE AND CASUALTY INSURANCE CO,06/19/2027,CSLBSearchData_163342171.xlsx
1084699,SOLAR NOW,Limited Liability,56624 TWENTYNINE PALMS HWY,YUCCA VALLEY,CA,92284,San Bernardino,(760) 228 3188,12/08/2021,06/30/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/02/2027,CSLBSearchData_163505900.xlsx
1054153,SOLAR PANEL SOLUTIONS INC,Corporation,5479 DON JUAN CIRCLE,SAN JOSE,CA,95123,Santa Clara,(408) 666 0548,05/30/2019,05/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163528025.xlsx
924564,SOLAR POOL SERVICES INC,Corporation,16780 RABBIT SCRAMBLE TRL,RIVERSIDE,CA,92504,Riverside,(951) 276 8286,11/04/2008,11/30/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/15/2027,CSLBSearchData_163505900.xlsx
947141,SOLAR POWER CONSTRUCTION & PLUMBING CO,Sole Owner,919 E PALM AVE,BURBANK,CA,91501,Los Angeles,(747) 272 2404,05/12/2010,05/31/2028,B | C10 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163412289.xlsx
1097059,SOLAR POWER FUND,Corporation,919 THE ALAMEDA,SAN JOSE,CA,95126,Santa Clara,(408) 350 7500,09/27/2022,09/30/2028,C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,08/12/2026,CSLBSearchData_163528025.xlsx
1088859,SOLAR POWERGEN INC,Corporation,405 N KENTER AVENUE,LOS ANGELES,CA,90049,Los Angeles,(310) 717 1946,03/21/2022,03/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/04/2027,CSLBSearchData_163412289.xlsx
913359,SOLAR PROJECTS UNLIMITED,Sole Owner,932 9TH ST,ARCATA,CA,95521,Humboldt,(707) 845 5685,04/03/2008,04/30/2028,C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),10/01/2026,CSLBSearchData_163412289.xlsx
990943,SOLAR RENEWABLE ENERGY,Corporation,"770 SYCAMORE AVE, 122-112",VISTA,CA,92083,San Diego,(760) 805 4664,02/27/2014,06/30/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/17/2027,CSLBSearchData_163505900.xlsx
1051284,SOLAR SERVICE PROFESSIONALS INC,Corporation,14431 VENTURA BLVD #174,SHERMAN OAKS,CA,91423,Los Angeles,(866) 765 7767,03/14/2019,12/31/2026,C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/20/2026,CSLBSearchData_163412289.xlsx
580995,SOLAR SERVICES OF SAN DIEGO INC,Corporation,10020 PROSPECT AVE B-2,SANTEE,CA,92071,San Diego,(619) 258 0846,11/16/1989,07/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/01/2027,CSLBSearchData_163505900.xlsx
925231,SOLAR SOURCE INC,Corporation,2954 E 14TH ST,LONG BEACH,CA,90804,Los Angeles,(562) 852 5626,11/21/2008,03/31/2027,C10 | C39 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,09/24/2026,CSLBSearchData_163412289.xlsx
1040428,SOLAR SPECTROM INC,Corporation,"144 W LOS ANGELES AVE,STE 106-199",MOORPARK,CA,93021,Ventura,(805) 506 9084,06/08/2018,06/30/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/25/2026,CSLBSearchData_163547774.xlsx
988146,SOLAR SYMPHONY CONSTRUCTION INC,Corporation,1291 PACIFIC OAKS PL STE 117,ESCONDIDO,CA,92029,San Diego,(760) 300 4141,10/31/2013,10/31/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/01/2026,CSLBSearchData_163505900.xlsx
1106777,SOLAR TECH ENERGY SYSTEMS INC,Corporation,9410 BOND AVE,EL CAJON,CA,92021,San Diego,(619) 743 9193,06/30/2023,06/30/2027,C10 | C39 | C46,Workers' Compensation Insurance,QBE INSURANCE CORPORATION,11/01/2026,CSLBSearchData_163505900.xlsx
932914,SOLAR TECHNOLOGIES,Corporation,14 BETA CT,SAN RAMON,CA,94583,Contra Costa,(925) 791 6511,05/21/2009,05/31/2027,C10 | C46,Workers' Compensation Insurance,INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,10/01/2026,CSLBSearchData_163342171.xlsx
393565,SOLAR UNLIMITED INC,Corporation,170 W LIVE OAK AVE,ARCADIA,CA,91007,Los Angeles,(626) 461 5777,09/26/1980,09/30/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/01/2027,CSLBSearchData_163412289.xlsx
991559,SOLAR XPRESS INC,Corporation,3566 ADAMSVILLE AVENUE,CALABASAS,CA,91302,Los Angeles,(818) 209 8280,03/22/2014,03/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/10/2027,CSLBSearchData_163412289.xlsx
1001001,SOLARCO ENERGY,Corporation,22982 LA CADENA DR STE 27,LAGUNA HILLS,CA,92653,Orange,(949) 482 2232,02/09/2015,07/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/27/2027,CSLBSearchData_163444973.xlsx
1007852,SOLARCON INC,Corporation,5225 CANNON CREST DR #71821,RIVERSIDE,CA,92507,Riverside,(213) 703 5080,10/02/2015,10/31/2027,B | C10 | C17 | C20 | C38 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),02/03/2027,CSLBSearchData_163505900.xlsx
497797,SOLARCRAFT SERVICES INC,Corporation,8 DIGITAL DR #101,NOVATO,CA,94949,Marin,(415) 382 7717,09/04/1986,09/30/2026,B | C10 | C46 | D35,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163444973.xlsx
971194,SOLARGRAHAM,Corporation,36504 RANCH HOUSE ST,MURRIETA,CA,92563,Riverside,(909) 749 0106,03/23/2012,12/31/2026,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/04/2027,CSLBSearchData_163505900.xlsx
970970,SOLARHUT LLC,Limited Liability,6590 COMMERCE WAY,DIAMOND SPRINGS,CA,95619,El Dorado,(530) 651 5111,03/16/2012,07/31/2028,C10 | C46,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,10/02/2026,CSLBSearchData_163342171.xlsx
972048,SOLARMAX RENEWABLE ENERGY PROVIDER INC,Corporation,3080 12TH STREET,RIVERSIDE,CA,92507,Riverside,(951) 300 0788,04/12/2012,04/30/2028,C10 | C46,Workers' Compensation Insurance,INDEMNITY INSURANCE COMPANY OF NORTH AMERICA,10/01/2026,CSLBSearchData_163505900.xlsx
561720,SOLARON,Corporation,3460 BUSINESS DR STE 100,SACRAMENTO,CA,95820,Sacramento,(916) 631 9293,03/23/1989,09/30/2027,C46 | C53,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163505900.xlsx
930425,SOLARPARK USA INC,Corporation,111 DEERWOOD RD STE 200,SAN RAMON,CA,94583,Contra Costa,(510) 483 7200,03/26/2009,03/31/2027,C10 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),09/26/2026,CSLBSearchData_163342171.xlsx
391670,SOLARPONICS INC,Corporation,4700 EL CAMINO REAL,ATASCADERO,CA,93422,San Luis Obispo,(805) 466 5595,07/07/1980,07/31/2028,B | C10 | C20 | C36 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,12/10/2026,CSLBSearchData_163505900.xlsx
656905,SOLARPORTS DEVELOPMENT,Corporation,115 INEZ PL,MILL VALLEY,CA,94941,Marin,(415) 888 4000,10/21/1992,10/31/2026,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/15/2027,CSLBSearchData_163444973.xlsx
932764,SOLARTRONICS USA,Corporation,1449 LINVILLE LANE,COLTON,CA,92324,San Bernardino,(909) 821 7580,05/18/2009,05/31/2027,C-7 | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/07/2026,CSLBSearchData_163505900.xlsx
678517,SOLEX,Sole Owner,P O BOX 411,CARMEL VALLEY,CA,93924,Monterey,(831) 333 1919,10/07/1993,10/31/2027,C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,07/31/2027,CSLBSearchData_163444973.xlsx
973676,SOLGREEN DEVELOPMENT,Sole Owner,1515 EVANS AVE,POMONA,CA,91766,Los Angeles,(909) 751 5151,06/04/2012,06/30/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/16/2027,CSLBSearchData_163412289.xlsx
